Joined,Contract Valid Until,ID
30-Jan-16,2020,3837
12-Aug-15,2019,3838
4-Jul-16,2019,3839
5-Jun-14,2023,3840
25-Aug-15,2023,3841
15-Jun-18,2021,3842
1-Jul-16,2020,3843
1-Jul-18,2021,3844
1-Aug-18,2023,3845
1-Jul-18,2022,3846
1-Jul-15,2020,3847
1-Jul-10,2021,3848
23-Jul-18,2019,3849
30-Jan-17,2023,3850
16-Jul-18,2019,3851
3-Jul-17,2020,3852
20-Jan-16,2020,3853
1-Jul-18,2022,3854
1-Jan-06,2023,3855
1-Jul-17,2020,3856
12-Feb-18,2021,3857
22-Aug-16,2021,3858
28-Jul-17,2021,3859
14-Jul-18,2021,3860
1-Jan-10,2018,3861
9-Jun-18,2021,3862
1-Jul-13,2019,3863
1-Jul-17,2021,3864
29-Jan-16,2019,3865
1-Jul-18,2021,3866
1-Jul-16,2021,3867
,30-Jun-19,3868
,30-Jun-19,3869
,30-Jun-19,3870
27-Aug-16,2021,3871
1-Jul-17,2020,3872
15-Jul-14,2021,3873
16-Jan-18,2022,3874
1-Jul-14,2019,3875
21-Jul-16,2020,3876
29-Jul-18,2019,3877
13-Jan-16,2020,3878
3-Jul-18,2021,3879
1-Jul-14,2020,3880
13-Jun-16,2019,3881
13-Aug-16,2019,3882
21-Jul-18,2022,3883
9-Feb-17,2023,3884
28-Jul-17,2019,3885
16-Jul-11,2020,3886
26-Jul-18,2023,3887
1-Jul-14,2019,3888
8-May-15,2022,3889
14-Jun-16,2021,3890
30-Jul-18,2022,3891
25-Oct-17,2022,3892
1-Jul-17,2020,3893
4-Jan-16,2019,3894
1-Jul-16,2019,3895
3-Jan-16,2022,3896
7-Jul-15,2020,3897
,,3898
7-Jan-15,2021,3899
31-Jan-18,2020,3900
1-Jul-17,2021,3901
1-Jul-18,2022,3902
8-Jul-14,2020,3903
7-Feb-18,2020,3904
,30-Jun-19,3905
1-Jul-14,2019,3906
3-Aug-18,2022,3907
2-Jul-18,2019,3908
1-Jul-13,2022,3909
1-Jul-18,2019,3910
1-Jul-16,2020,3911
6-Jul-16,2020,3912
7-Aug-14,2020,3913
25-Jul-18,2021,3914
31-Aug-16,2021,3915
25-Jul-17,2020,3916
1-Jul-17,2019,3917
4-Jul-14,2020,3918
1-Jul-15,2019,3919
21-Jun-17,2023,3920
23-Jul-18,2019,3921
12-Jul-18,2018,3922
14-Dec-17,2020,3923
14-Jul-15,2019,3924
10-Jul-17,2020,3925
3-Jul-18,2021,3926
24-Dec-17,2023,3927
22-Aug-17,2021,3928
11-Aug-17,2019,3929
3-Jul-18,2020,3930
27-Jul-18,2020,3931
1-Jul-18,2022,3932
1-Jan-18,2021,3933
25-Aug-12,2020,3934
30-Aug-17,2023,3935
14-Jul-17,2021,3936
26-Jul-18,2019,3937
,30-Jun-19,3938
1-Jan-14,2021,3939
15-Jul-17,2020,3940
,1-Jan-19,3941
16-Mar-17,2019,3942
,,3943
26-Jul-18,2023,3944
10-Jan-11,2020,3945
17-Jan-17,2020,3946
30-Aug-11,2020,3947
21-Sep-18,2020,3948
7-Aug-18,2020,3949
,30-Jun-19,3950
11-Jan-17,2023,3951
27-Jan-17,2019,3952
25-Aug-16,2021,3953
1-Jul-15,2020,3954
6-Jul-17,2020,3955
25-Jul-17,2019,3956
17-Jan-18,2019,3957
16-Jul-15,2019,3958
3-Jul-17,2019,3959
20-Jun-17,2023,3960
1-Jan-18,2021,3961
23-Jul-18,2019,3962
31-Jan-17,2018,3963
13-Jul-18,2020,3964
24-Jul-17,2019,3965
14-Aug-17,2021,3966
19-Jul-17,2021,3967
1-Jan-18,2021,3968
8-Aug-17,2019,3969
20-Jan-17,2022,3970
,,3971
1-Jul-17,2020,3972
27-May-11,2019,3973
24-Jan-17,2018,3974
12-Jul-17,2021,3975
29-Aug-18,2019,3976
3-Aug-15,2021,3977
,30-Jun-19,3978
,31-Dec-18,3979
20-Jan-17,2021,3980
10-Jul-18,2023,3981
31-Jul-17,2021,3982
13-Aug-18,2020,3983
1-Jan-16,2019,3984
11-Aug-16,2020,3985
,30-Jun-19,3986
1-Jul-16,2020,3987
2-Jan-18,2021,3988
1-Jul-18,2022,3989
,30-Jun-19,3990
1-Jan-18,2018,3991
,30-Jun-19,3992
,30-Jun-19,3993
,30-Jun-19,3994
1-Jul-16,2021,3995
23-Jul-16,2021,3996
1-Jul-12,2020,3997
1-Jul-18,2021,3998
1-Feb-16,2019,3999
25-Aug-18,2019,4000
,30-Jun-19,4001
1-Jul-16,2019,4002
1-Jul-16,2023,4003
1-Jan-18,2018,4004
26-Nov-10,2019,4005
1-Jul-09,2023,4006
16-Jun-16,2020,4007
,30-Jun-19,4008
1-Aug-17,2019,4009
1-Jul-14,2020,4010
1-Jul-17,2019,4011
1-Jul-17,2020,4012
1-Jan-07,2019,4013
19-Jul-14,2019,4014
17-Jul-17,2022,4015
1-Jul-10,2021,4016
1-Jul-14,2020,4017
14-Jul-17,2020,4018
7-Feb-18,2022,4019
1-Jan-05,2021,4020
25-Jan-11,2020,4021
8-Jul-17,2020,4022
1-Jul-17,2020,4023
1-Jul-15,2020,4024
15-Jul-17,2020,4025
1-Jul-16,2021,4026
23-Jul-18,2019,4027
27-Aug-16,2021,4028
1-Jan-17,2020,4029
19-Jan-16,2020,4030
1-Aug-16,2019,4031
6-Aug-17,2019,4032
1-Jul-15,2019,4033
1-Jul-17,2022,4034
3-Jul-17,2019,4035
2-Jan-18,2020,4036
9-Aug-18,2020,4037
,30-Jun-19,4038
1-Jan-17,2021,4039
13-Jun-17,2020,4040
22-Jun-17,2019,4041
21-Dec-16,2023,4042
6-Jan-17,2023,4043
8-Feb-18,2023,4044
1-Jul-09,2019,4045
3-Sep-18,2021,4046
1-Jul-16,2020,4047
1-Jul-18,2021,4048
1-Jul-11,2020,4049
1-Jan-17,2019,4050
,30-Jun-19,4051
1-Jun-17,2019,4052
1-Jul-18,2020,4053
23-Jan-18,2020,4054
2-Jul-17,2021,4055
27-Jan-16,2018,4056
1-Jul-14,2019,4057
1-Jul-17,2019,4058
24-Jan-17,2020,4059
12-Jul-17,2020,4060
9-Jan-17,2019,4061
1-Aug-14,2023,4062
25-Jan-18,2021,4063
1-Jul-12,2020,4064
20-Jul-16,2019,4065
16-Jun-17,2020,4066
1-Jul-13,2019,4067
26-Jul-17,2020,4068
17-Jul-17,2020,4069
3-Aug-17,2021,4070
8-Jan-18,2021,4071
1-Jan-15,2021,4072
27-Jan-18,2022,4073
8-Feb-16,2020,4074
9-Aug-17,2019,4075
1-Jul-17,2020,4076
1-Jan-15,2022,4077
,31-Dec-18,4078
1-Aug-11,2019,4079
1-Jul-17,2022,4080
1-Jul-17,2019,4081
18-Jul-18,2022,4082
7-Jan-14,2019,4083
7-Jul-17,2020,4084
1-Jul-18,2019,4085
1-Jan-18,2021,4086
1-Jul-18,2023,4087
18-Jan-18,2019,4088
31-Jul-18,2022,4089
20-Jan-16,2021,4090
5-Jul-16,2019,4091
4-Jan-17,2020,4092
1-Jul-11,2019,4093
20-Jul-18,2022,4094
21-Jul-18,2020,4095
1-Jan-18,2021,4096
1-Jul-11,2021,4097
1-Jul-07,2019,4098
1-Jul-18,2020,4099
1-Jun-16,2020,4100
17-Jan-18,2021,4101
1-Jul-17,2019,4102
4-Aug-17,2022,4103
2-Sep-13,2019,4104
31-Aug-16,2019,4105
1-Jul-13,2020,4106
1-Jan-18,2021,4107
1-Jul-17,2022,4108
28-Aug-18,2022,4109
24-Aug-17,2019,4110
8-Aug-16,2022,4111
1-Jul-18,2021,4112
27-Jun-17,2020,4113
31-Aug-18,2019,4114
8-Jan-18,2022,4115
5-Jan-14,2023,4116
1-Jan-12,2019,4117
25-Aug-17,2020,4118
1-Jan-18,2018,4119
,30-Jun-19,4120
,,4121
1-Jul-13,2019,4122
,31-Dec-18,4123
9-Jul-18,2020,4124
4-Jul-17,2019,4125
1-Jul-17,2022,4126
10-Jul-18,2023,4127
21-Jul-18,2020,4128
1-Jul-13,2019,4129
19-Jul-17,2021,4130
19-Aug-18,2020,4131
,30-Jun-19,4132
11-Aug-17,2018,4133
3-Jan-18,2020,4134
29-Jul-16,2020,4135
7-Feb-18,2023,4136
,30-Jun-19,4137
17-Sep-18,2020,4138
2-Feb-15,2018,4139
14-Aug-17,2020,4140
1-Jul-18,2021,4141
,31-Dec-18,4142
1-Jan-12,2022,4143
,30-Jun-19,4144
31-Jan-17,2019,4145
30-Jun-16,2021,4146
1-Jul-17,2019,4147
27-Jan-18,2021,4148
17-Aug-18,2021,4149
1-Jul-12,2019,4150
6-Jul-17,2020,4151
4-Jul-17,2019,4152
14-Apr-16,2022,4153
3-Jan-17,2022,4154
4-Sep-12,2020,4155
15-Aug-17,2020,4156
1-Jul-17,2019,4157
2-Jul-18,2023,4158
14-May-14,2022,4159
1-Jan-18,2021,4160
11-Jan-18,2018,4161
7-Jul-18,2019,4162
8-Jul-18,2020,4163
4-Jan-17,2019,4164
,31-May-19,4165
18-May-18,2022,4166
4-Jul-17,2019,4167
1-Jul-18,2020,4168
14-Jun-18,2022,4169
16-Aug-17,2021,4170
1-Jul-18,2021,4171
17-Aug-18,2021,4172
17-Aug-18,2022,4173
24-Sep-15,2021,4174
26-Jul-17,2020,4175
12-Jul-18,2022,4176
1-Jan-14,2021,4177
29-Aug-18,2020,4178
12-Jul-17,2020,4179
31-Jul-18,2021,4180
1-Jul-12,2020,4181
16-Jul-18,2022,4182
27-Jan-17,2019,4183
1-Jul-18,2021,4184
16-Jul-18,2021,4185
14-Jul-14,2022,4186
25-Jul-12,2019,4187
5-Jul-18,2021,4188
,30-Jun-19,4189
1-Jan-18,2019,4190
,,4191
1-Jul-17,2021,4192
3-Jul-18,2023,4193
9-Jul-18,2018,4194
6-Jul-16,2019,4195
27-Aug-17,2020,4196
,30-Jun-19,4197
7-Jul-17,2019,4198
,30-Jun-19,4199
7-Feb-18,2021,4200
1-Jul-15,2021,4201
31-Aug-18,2020,4202
8-Aug-17,2020,4203
6-Jan-18,2022,4204
29-Aug-18,2022,4205
3-Jan-17,2018,4206
1-Jul-17,2019,4207
31-Jul-18,2019,4208
20-Jul-13,2019,4209
24-Jan-17,2018,4210
1-Jul-12,2019,4211
1-Jul-18,2023,4212
1-Jul-13,2019,4213
20-Jul-18,2022,4214
12-Jul-12,2022,4215
30-Jul-18,2021,4216
,,4217
1-Jul-18,2021,4218
4-Nov-18,2023,4219
1-Jul-15,2021,4220
4-Feb-17,2021,4221
1-Jan-18,2022,4222
1-Jul-15,2020,4223
1-Jul-15,2019,4224
1-Jan-13,2023,4225
10-Jul-17,2020,4226
25-Jun-18,2020,4227
1-Jul-12,2019,4228
1-Jul-18,2023,4229
21-Jul-17,2020,4230
28-Jul-18,2022,4231
8-Aug-17,2022,4232
10-Jun-16,2021,4233
,30-Jun-19,4234
6-Jul-18,2019,4235
,30-Jun-19,4236
30-Jun-16,2019,4237
15-Jun-16,2022,4238
1-Jul-10,2020,4239
1-Jan-17,2019,4240
1-Jan-18,2021,4241
11-Aug-15,2019,4242
9-Jul-17,2020,4243
9-Jan-17,2019,4244
1-Jan-17,2019,4245
16-Jul-18,2018,4246
3-Jan-17,2021,4247
24-Jul-18,2022,4248
1-Feb-18,2020,4249
1-Jul-17,2020,4250
1-Sep-15,2021,4251
13-Jul-18,2022,4252
1-Jul-17,2020,4253
1-Jan-18,2021,4254
31-Jul-17,2019,4255
26-Jul-18,2021,4256
,,4257
1-Jul-17,2020,4258
14-Jan-18,2021,4259
26-Aug-17,2022,4260
20-Jul-17,2019,4261
5-Jul-17,2019,4262
13-Aug-18,2023,4263
18-Jul-18,2021,4264
1-Dec-17,2023,4265
,30-Jun-19,4266
31-Aug-17,2019,4267
29-Jan-17,2019,4268
1-Jan-15,2019,4269
1-Jul-18,2022,4270
,30-Jun-19,4271
1-Jul-18,2023,4272
27-Jul-18,2022,4273
,,4274
4-Aug-17,2020,4275
28-Dec-17,2019,4276
1-Jul-15,2019,4277
1-Jul-16,2021,4278
1-Jul-16,2021,4279
29-Feb-16,2020,4280
3-Jul-18,2021,4281
1-Jul-17,2020,4282
1-Jul-17,2019,4283
9-Jun-16,2023,4284
1-Jul-16,2020,4285
30-Aug-17,2020,4286
15-Jul-17,2020,4287
,30-Jun-19,4288
1-Jul-11,2019,4289
1-Jul-18,2021,4290
8-Feb-15,2018,4291
,31-May-19,4292
31-Aug-18,2023,4293
12-Jun-14,2020,4294
1-Jul-18,2020,4295
1-Jan-15,2020,4296
20-Aug-18,2021,4297
,,4298
1-Jul-15,2021,4299
28-Jan-17,2019,4300
1-Mar-18,2018,4301
18-Jan-18,2020,4302
20-Jul-18,2023,4303
17-Jul-17,2021,4304
,31-May-19,4305
,30-Jun-19,4306
2-Jul-18,2022,4307
1-Jul-18,2022,4308
,30-Jun-19,4309
1-Jul-09,2019,4310
31-Aug-18,2021,4311
19-Jul-16,2021,4312
3-Aug-15,2020,4313
1-Jul-15,2020,4314
1-Jan-13,2021,4315
1-Jul-12,2019,4316
1-Jul-14,2020,4317
21-Jul-16,2020,4318
5-Jul-18,2023,4319
1-Jul-17,2021,4320
,,4321
1-Jul-15,2019,4322
11-Aug-10,2020,4323
1-Sep-10,2020,4324
,30-Jun-19,4325
2-Feb-16,2019,4326
4-Jan-16,2020,4327
25-Apr-13,2023,4328
15-Jan-18,2021,4329
8-Jul-09,2019,4330
26-Jul-17,2021,4331
17-Jun-17,2020,4332
1-Jul-16,2020,4333
1-Jan-17,2022,4334
31-Aug-18,2019,4335
,30-Jun-19,4336
18-Jan-18,2022,4337
30-Jul-14,2019,4338
1-Jul-17,2019,4339
1-Jul-18,2019,4340
21-Jul-17,2019,4341
1-Jan-18,2021,4342
13-Jun-17,2021,4343
11-Aug-16,2018,4344
22-Jul-16,2020,4345
1-Feb-18,2023,4346
1-Sep-17,2022,4347
1-Jul-15,2020,4348
8-Sep-17,2019,4349
27-Jun-16,2019,4350
1-May-12,2019,4351
28-Jan-16,2021,4352
1-Jan-18,2021,4353
1-Jan-18,2020,4354
14-Jun-16,2023,4355
7-Aug-17,2019,4356
1-Jul-18,2022,4357
31-Jan-18,2018,4358
1-Jul-16,2020,4359
1-Jul-18,2022,4360
15-Jan-18,2021,4361
1-Sep-18,2021,4362
14-Sep-18,2021,4363
21-Jul-17,2019,4364
7-Jul-16,2021,4365
12-Jul-18,2019,4366
9-Jul-18,2018,4367
16-Jul-16,2018,4368
13-Jul-15,2021,4369
,30-Jun-19,4370
16-Jan-18,2021,4371
,30-Jun-19,4372
4-Jan-16,2019,4373
1-Jul-13,2020,4374
22-Jun-18,2019,4375
9-Feb-17,2021,4376
1-Jul-14,2020,4377
2-Jul-15,2020,4378
1-Jul-18,2019,4379
2-Jul-18,2023,4380
30-Jan-17,2021,4381
1-Jan-18,2018,4382
1-Jan-18,2021,4383
15-Jul-17,2020,4384
1-Jan-18,2021,4385
1-Jul-18,2021,4386
,,4387
1-Jul-16,2020,4388
1-Jan-14,2019,4389
1-Jan-12,2018,4390
30-Jan-16,2022,4391
1-Jul-17,2020,4392
7-Aug-18,2023,4393
23-Jul-18,2022,4394
3-Aug-17,2022,4395
1-Jul-18,2023,4396
7-Feb-18,2021,4397
1-Jul-14,2019,4398
,31-Dec-18,4399
26-Jul-17,2021,4400
27-Jul-16,2020,4401
7-Jul-16,2019,4402
1-Jan-11,2020,4403
1-Jul-11,2021,4404
10-Jul-18,2020,4405
22-Aug-14,2019,4406
1-Jan-18,2021,4407
,1-Jan-19,4408
1-Jul-14,2020,4409
8-Oct-13,2020,4410
18-Aug-17,2019,4411
20-Jul-16,2021,4412
1-Jul-14,2020,4413
1-Jan-10,2020,4414
26-Jun-17,2021,4415
1-Jul-12,2021,4416
31-Aug-17,2019,4417
15-Jan-15,2020,4418
3-Jan-18,2022,4419
22-Jun-17,2019,4420
23-Jan-17,2019,4421
1-Jan-16,2020,4422
,30-Jun-19,4423
1-Jan-18,2021,4424
30-Jun-18,2022,4425
1-Jul-17,2021,4426
1-Jul-17,2019,4427
3-Jul-18,2022,4428
1-Jul-17,2019,4429
22-Jul-15,2020,4430
1-Jul-18,2021,4431
1-Jul-18,2022,4432
1-Jul-11,2019,4433
22-Jan-18,2021,4434
17-Jan-17,2019,4435
23-Aug-16,2019,4436
1-Jul-17,2021,4437
6-Jan-17,2019,4438
1-Jul-17,2022,4439
10-Feb-18,2020,4440
27-Dec-16,2021,4441
,30-Jun-19,4442
,30-Jun-19,4443
1-Jul-16,2020,4444
19-Aug-18,2019,4445
,30-Jun-19,4446
14-Aug-18,2021,4447
1-Jan-18,2021,4448
23-Jul-17,2019,4449
2-Oct-18,2019,4450
1-Jul-16,2019,4451
12-Jul-18,2022,4452
1-Jul-11,2020,4453
8-Jul-16,2019,4454
8-Jul-17,2019,4455
31-Aug-18,2020,4456
6-Aug-18,2023,4457
1-Jul-17,2020,4458
12-Jul-17,2020,4459
15-Aug-13,2018,4460
8-Sep-17,2020,4461
31-Aug-18,2019,4462
28-Jul-17,2020,4463
8-Aug-18,2021,4464
15-May-18,2020,4465
19-Jul-14,2020,4466
24-Aug-17,2020,4467
27-Aug-18,2020,4468
1-Jul-18,2021,4469
2-Jan-01,2021,4470
30-Dec-10,2020,4471
,30-Jun-19,4472
1-Jul-17,2021,4473
,30-Jun-19,4474
27-Apr-13,2021,4475
21-Jul-18,2022,4476
1-Jul-18,2020,4477
2-Jul-16,2019,4478
,30-Jun-19,4479
16-Aug-17,2019,4480
1-Jul-18,2021,4481
1-Jul-18,2021,4482
1-Jul-14,2019,4483
23-Jan-15,2019,4484
,30-Jun-19,4485
1-Jul-17,2019,4486
31-Jan-18,2019,4487
14-Oct-15,2021,4488
1-Jul-17,2022,4489
1-Jul-18,2020,4490
2-Jul-16,2021,4491
1-Jan-18,2021,4492
31-Aug-17,2021,4493
20-Jul-18,2021,4494
16-Dec-15,2018,4495
1-Sep-12,2020,4496
31-Aug-18,2021,4497
1-Jul-06,2021,4498
30-Aug-17,2020,4499
31-Aug-16,2021,4500
1-Jul-18,2020,4501
20-Jan-16,2021,4502
7-Jan-18,2023,4503
1-Jun-18,2020,4504
1-Jul-18,2022,4505
17-Mar-16,2020,4506
31-Aug-18,2019,4507
14-Jun-16,2018,4508
1-Jul-18,2021,4509
25-Jul-18,2021,4510
1-Jul-18,2022,4511
1-Jun-10,2019,4512
1-Jul-13,2021,4513
1-Jul-17,2020,4514
15-Jul-18,2020,4515
,31-May-19,4516
31-Aug-15,2019,4517
,31-May-19,4518
1-Jul-18,2022,4519
,30-Jun-19,4520
28-Aug-18,2020,4521
20-Jul-15,2019,4522
25-Jan-18,2020,4523
28-Jun-18,2021,4524
13-Jul-17,2021,4525
1-Jan-11,2021,4526
18-Sep-14,2019,4527
26-Aug-16,2019,4528
1-Jan-18,2021,4529
18-Aug-16,2019,4530
25-Jun-15,2019,4531
18-Aug-15,2019,4532
1-Jul-18,2020,4533
1-Jul-13,2019,4534
30-Jan-17,2020,4535
26-Feb-13,2020,4536
1-Jan-18,2021,4537
6-Aug-18,2021,4538
13-Jan-17,2019,4539
1-Jul-17,2023,4540
5-Jul-18,2021,4541
21-Jan-07,2019,4542
3-Jul-16,2019,4543
26-Aug-17,2019,4544
19-Jan-17,2022,4545
3-Jul-18,2019,4546
21-Aug-17,2021,4547
31-Aug-16,2019,4548
,30-Jun-19,4549
1-Jan-16,2023,4550
6-Jul-15,2019,4551
,31-Dec-18,4552
3-Jan-16,2019,4553
1-Jan-18,2021,4554
1-Jul-16,2021,4555
31-Jul-18,2022,4556
14-Jun-16,2019,4557
7-Sep-13,2023,4558
2-Jul-18,2022,4559
1-Jul-17,2021,4560
31-Aug-18,2020,4561
,30-Jun-19,4562
13-Jul-18,2019,4563
16-Aug-18,2019,4564
2-Jul-18,2019,4565
25-Jul-18,2021,4566
1-Sep-15,2020,4567
1-Jul-18,2020,4568
10-Aug-18,2019,4569
29-Jan-17,2019,4570
7-Jan-16,2019,4571
1-Jul-15,2023,4572
1-Jul-18,2022,4573
1-Jul-14,2020,4574
2-Jul-17,2021,4575
1-May-18,2020,4576
31-Aug-18,2021,4577
31-Jan-18,2023,4578
1-Jan-18,2020,4579
11-Aug-17,2019,4580
1-Jul-16,2020,4581
4-Jul-16,2021,4582
12-Jan-17,2020,4583
22-May-13,2019,4584
31-Aug-15,2020,4585
10-Jul-17,2020,4586
1-Jul-16,2020,4587
31-Jan-18,2022,4588
1-Jul-13,2020,4589
11-Jul-18,2023,4590
1-Feb-18,2021,4591
1-Jul-18,2019,4592
30-Aug-16,2019,4593
26-Jan-17,2019,4594
,30-Jun-19,4595
1-Jul-06,2020,4596
1-Jul-18,2021,4597
12-Aug-17,2021,4598
,31-Dec-18,4599
23-Aug-14,2023,4600
13-Jan-16,2019,4601
8-Aug-18,2019,4602
27-Mar-15,2019,4603
1-Jan-18,2021,4604
1-Jul-16,2021,4605
,30-Jun-19,4606
6-Aug-15,2023,4607
3-Jan-18,2021,4608
1-Jul-15,2019,4609
25-Jul-18,2022,4610
1-Jan-14,2023,4611
24-Jul-16,2019,4612
2-Feb-18,2019,4613
1-Jan-18,2020,4614
4-Jul-18,2022,4615
24-Jan-18,2022,4616
1-Jul-16,2020,4617
1-Jan-16,2019,4618
16-Jul-16,2019,4619
7-Feb-18,2022,4620
,30-Jun-19,4621
7-Aug-17,2021,4622
14-Jun-17,2023,4623
10-Aug-18,2019,4624
14-Jun-16,2020,4625
10-Jul-18,2023,4626
1-Jul-17,2019,4627
12-Jul-17,2019,4628
9-Jul-18,2021,4629
13-Jan-18,2018,4630
17-Jan-17,2021,4631
,30-Jun-19,4632
3-Jul-14,2023,4633
1-Jan-18,2021,4634
1-Jan-18,2018,4635
13-Jun-17,2022,4636
1-Jan-17,2019,4637
9-Jul-15,2021,4638
1-Sep-08,2019,4639
1-Jan-07,2019,4640
,30-Jun-19,4641
11-Dec-14,2021,4642
13-Jul-18,2022,4643
1-Jan-18,2019,4644
14-Aug-17,2019,4645
1-Jul-08,2019,4646
23-Dec-13,2022,4647
8-Jan-16,2019,4648
31-Jan-18,2020,4649
1-Jul-16,2019,4650
1-Jul-18,2020,4651
4-Jul-16,2021,4652
1-Jul-18,2021,4653
21-Aug-15,2021,4654
1-Jan-11,2020,4655
18-Jul-18,2020,4656
1-Jul-16,2019,4657
,30-Jun-19,4658
1-Jul-18,2020,4659
27-Jul-18,2023,4660
29-Jan-18,2021,4661
,30-Jun-19,4662
1-Jan-16,2021,4663
2-May-16,2020,4664
1-Jul-18,2020,4665
15-Aug-18,2021,4666
,,4667
1-Jul-18,2019,4668
1-Jul-18,2019,4669
1-Jul-17,2020,4670
1-Jan-11,2019,4671
1-Jan-18,2018,4672
12-Aug-15,2019,4673
7-Jul-18,2023,4674
25-Jul-15,2019,4675
16-Jan-18,2021,4676
19-Jul-14,2020,4677
19-Jan-17,2019,4678
27-Jul-17,2022,4679
1-Jul-17,2018,4680
1-Jul-16,2020,4681
30-Jan-17,2019,4682
12-Jun-18,2022,4683
15-Jan-18,2020,4684
30-Aug-13,2020,4685
1-Feb-18,2020,4686
11-Feb-13,2022,4687
1-Jan-16,2023,4688
4-Jul-18,2023,4689
6-Oct-17,2019,4690
2-Jul-18,2021,4691
29-Jul-16,2019,4692
1-Jan-18,2021,4693
1-Jul-16,2020,4694
31-Aug-18,2019,4695
5-Jul-18,2020,4696
18-Jul-18,2021,4697
2-Jul-18,2021,4698
1-Jul-18,2020,4699
2-Jul-18,2019,4700
2-Jul-18,2019,4701
17-Jul-18,2020,4702
1-Jan-12,2019,4703
1-Jul-16,2021,4704
1-Jan-18,2021,4705
1-Jul-18,2022,4706
,,4707
,30-Jun-19,4708
1-Jul-18,2022,4709
9-Aug-17,2020,4710
1-Feb-13,2021,4711
1-Jul-13,2021,4712
,31-May-19,4713
2-Jul-18,2021,4714
1-Jul-18,2018,4715
5-Jul-18,2023,4716
24-Jul-18,2021,4717
22-Feb-17,2020,4718
24-Oct-14,2019,4719
1-Jan-18,2021,4720
1-Jul-17,2019,4721
2-Jul-14,2020,4722
1-Jun-15,2019,4723
11-Sep-18,2019,4724
29-Jun-16,2019,4725
16-Jan-16,2020,4726
12-Feb-18,2021,4727
1-Jul-17,2019,4728
1-Jul-08,2022,4729
1-Jul-18,2020,4730
31-Aug-18,2020,4731
31-Aug-16,2020,4732
,30-Jun-19,4733
1-Jan-18,2021,4734
31-Jan-18,2021,4735
,30-Jun-19,4736
23-Aug-17,2020,4737
6-Jul-18,2019,4738
1-Feb-11,2022,4739
1-Jul-17,2020,4740
1-Jun-91,2021,4741
1-Jul-17,2020,4742
1-Jul-15,2020,4743
31-Jan-18,2019,4744
20-Jul-18,2021,4745
24-Jul-17,2020,4746
,30-Jun-19,4747
1-Jul-16,2023,4748
1-Jul-17,2020,4749
14-Jul-17,2020,4750
17-Mar-16,2021,4751
14-Aug-17,2019,4752
31-Aug-18,2019,4753
10-Jul-18,2023,4754
31-Aug-16,2023,4755
1-Jul-18,2021,4756
7-Dec-17,2023,4757
1-Jan-18,2021,4758
10-Jun-16,2020,4759
17-Jun-17,2019,4760
12-Jun-18,2022,4761
2-Jul-18,2023,4762
10-Jul-17,2022,4763
26-Jan-16,2022,4764
9-Jan-17,2020,4765
1-Jan-16,2021,4766
18-Aug-16,2021,4767
5-Aug-18,2019,4768
9-Aug-18,2021,4769
7-Feb-18,2018,4770
22-Jul-18,2019,4771
1-Jul-17,2021,4772
26-Mar-15,2019,4773
4-Jan-17,2021,4774
1-Jan-18,2021,4775
1-Jul-16,2020,4776
6-Jan-16,2019,4777
8-Jan-16,2020,4778
1-Jul-16,2022,4779
7-Aug-18,2023,4780
7-Jan-18,2018,4781
1-Jan-12,2020,4782
,30-Jun-19,4783
1-Jul-18,2020,4784
9-Aug-17,2023,4785
13-Jul-18,2021,4786
28-Jul-18,2020,4787
,30-Jun-19,4788
17-Feb-17,2019,4789
1-Jul-18,2020,4790
16-Jul-16,2019,4791
26-Jan-15,2018,4792
1-Jul-16,2021,4793
7-Aug-18,2022,4794
1-Jul-18,2022,4795
1-Sep-16,2020,4796
8-Jan-15,2019,4797
1-Jul-17,2020,4798
17-Aug-18,2023,4799
1-Jul-18,2022,4800
17-Jul-17,2023,4801
1-Jul-14,2019,4802
16-Jul-18,2022,4803
1-Jul-17,2021,4804
,30-Jun-19,4805
,30-Jun-19,4806
2-Jul-18,2021,4807
1-Jul-17,2019,4808
1-Aug-11,2019,4809
6-Jul-17,2021,4810
31-Aug-18,2019,4811
1-Jul-15,2020,4812
26-Jan-17,2019,4813
1-Jul-15,2020,4814
16-Jan-18,2019,4815
29-Jun-17,2022,4816
31-Aug-18,2021,4817
31-Aug-15,2019,4818
12-Jan-18,2020,4819
1-Jul-16,2019,4820
1-Jan-18,2021,4821
1-Jan-18,2021,4822
,,4823
5-Jan-16,2021,4824
4-Jan-16,2023,4825
1-Jul-15,2020,4826
1-Jul-15,2020,4827
30-Aug-17,2019,4828
1-Jul-18,2021,4829
27-Aug-18,2021,4830
20-Jul-16,2020,4831
7-Feb-17,2019,4832
26-Jul-16,2019,4833
3-Aug-17,2020,4834
15-Jul-17,2020,4835
6-Aug-18,2019,4836
1-Jan-08,2021,4837
12-Jul-17,2019,4838
26-Aug-17,2021,4839
1-Jul-15,2019,4840
1-Jul-18,2019,4841
6-Jul-17,2018,4842
1-Jul-12,2020,4843
12-Jul-17,2021,4844
1-Jun-16,2019,4845
1-Jul-12,2019,4846
1-Jul-14,2019,4847
17-Jul-17,2020,4848
,30-Jun-19,4849
1-Jul-11,2020,4850
1-Jul-17,2020,4851
1-Jan-13,2021,4852
1-Jul-17,2020,4853
1-Jan-18,2021,4854
15-Jul-17,2019,4855
28-Jan-16,2020,4856
