Volleys,Dribbling,ID,Balance,Skill Moves,Work Rate
12,10,4722,36,1,Medium/ Medium
19,57,4723,69,2,Medium/ Medium
65,71,4724,68,3,High/ Low
54,47,4725,54,2,Medium/ Medium
23,66,4726,91,3,High/ High
57,71,4727,74,3,Medium/ Medium
57,77,4728,80,3,Medium/ Medium
20,18,4729,38,1,Medium/ Medium
23,17,4730,50,2,Medium/ High
56,66,4731,58,3,High/ Medium
35,53,4732,41,2,Medium/ High
63,68,4733,74,3,Medium/ High
8,8,4734,40,1,Medium/ Medium
68,74,4735,78,3,High/ Low
47,71,4736,49,3,Medium/ Medium
68,66,4737,66,3,Medium/ Low
41,64,4738,36,3,High/ High
44,73,4739,78,3,High/ Low
59,64,4740,65,3,Medium/ Medium
13,12,4741,69,1,Medium/ Medium
10,13,4742,59,1,Medium/ Medium
58,69,4743,62,3,Medium/ Medium
56,72,4744,66,3,Medium/ Medium
57,71,4745,76,3,High/ High
56,73,4746,85,3,High/ Medium
70,70,4747,66,3,Medium/ Medium
59,63,4748,63,3,Medium/ High
60,80,4749,70,5,Medium/ High
63,67,4750,61,3,High/ High
55,75,4751,74,3,Medium/ Medium
42,63,4752,76,3,Medium/ Medium
61,71,4753,74,3,Medium/ Medium
68,67,4754,44,3,High/ Medium
66,61,4755,78,2,Medium/ High
65,70,4756,78,3,High/ Medium
37,62,4757,56,2,Medium/ Medium
50,48,4758,84,2,Medium/ Medium
14,16,4759,37,1,Medium/ Medium
27,72,4760,83,3,High/ High
55,75,4761,77,3,High/ Low
38,48,4762,78,2,Medium/ High
65,73,4763,67,3,High/ Medium
19,67,4764,71,3,High/ Medium
53,71,4765,81,3,High/ Medium
65,58,4766,64,2,High/ High
23,62,4767,69,2,Medium/ Medium
60,72,4768,73,3,High/ Medium
46,74,4769,83,3,High/ Medium
14,15,4770,44,1,Medium/ Medium
73,73,4771,65,3,High/ Low
56,76,4772,79,4,Medium/ Medium
27,37,4773,62,2,Medium/ Medium
51,49,4774,56,2,Low/ Medium
23,22,4775,52,2,Medium/ Medium
49,63,4776,50,3,Medium/ Medium
58,74,4777,90,3,Medium/ Low
67,70,4778,71,3,High/ Medium
45,72,4779,82,3,Medium/ Medium
59,61,4780,67,2,Low/ High
54,69,4781,59,3,Medium/ Medium
13,14,4782,30,1,Medium/ Medium
36,71,4783,78,3,High/ Medium
48,50,4784,59,2,Medium/ Medium
50,73,4785,62,3,High/ Low
23,40,4786,63,2,Medium/ High
62,71,4787,71,3,Medium/ Medium
64,67,4788,82,3,High/ High
36,75,4789,77,4,Medium/ Medium
10,14,4790,40,1,Medium/ Medium
42,55,4791,67,2,Medium/ Medium
63,64,4792,72,3,Medium/ Medium
49,71,4793,78,3,High/ Medium
37,66,4794,70,3,High/ High
28,68,4795,62,3,High/ Medium
65,67,4796,75,3,High/ Medium
63,71,4797,72,3,Medium/ Medium
36,65,4798,72,3,Medium/ Medium
33,73,4799,67,3,High/ Medium
53,73,4800,91,3,High/ Medium
50,74,4801,81,3,Medium/ Medium
51,68,4802,68,2,High/ High
63,65,4803,70,3,High/ Medium
37,64,4804,53,2,High/ High
38,65,4805,70,3,High/ Medium
67,68,4806,77,3,High/ High
59,62,4807,79,2,Medium/ Medium
74,72,4808,62,3,Medium/ Medium
43,66,4809,62,3,Medium/ Medium
29,65,4810,32,3,Medium/ High
64,71,4811,74,3,Medium/ Medium
43,63,4812,71,2,High/ Medium
62,74,4813,80,3,Medium/ High
31,44,4814,57,2,Medium/ High
13,25,4815,58,1,Medium/ Medium
64,65,4816,68,3,High/ Medium
18,12,4817,59,1,Medium/ Medium
51,73,4818,74,3,High/ High
62,77,4819,75,3,High/ Medium
12,12,4820,30,1,Medium/ Medium
31,41,4821,55,2,Medium/ Medium
6,7,4822,65,1,Medium/ Medium
49,49,4823,59,2,Medium/ High
51,65,4824,53,3,Medium/ Medium
61,70,4825,70,3,Medium/ Medium
63,72,4826,64,3,High/ High
38,70,4827,73,3,Medium/ Medium
66,66,4828,57,3,Medium/ Low
22,48,4829,71,2,Medium/ High
27,60,4830,41,2,Low/ Medium
40,32,4831,47,2,Medium/ Medium
63,61,4832,54,2,Medium/ Medium
50,64,4833,51,3,Medium/ Medium
26,59,4834,68,2,High/ Medium
73,70,4835,62,3,Medium/ Medium
62,66,4836,60,3,High/ Low
47,65,4837,56,3,Medium/ Medium
58,74,4838,82,5,High/ Medium
65,64,4839,58,3,Medium/ Medium
18,25,4840,34,1,Medium/ Medium
69,67,4841,68,3,Medium/ Medium
62,65,4842,77,3,Medium/ High
71,70,4843,66,3,Medium/ High
29,75,4844,71,3,High/ Medium
40,67,4845,75,3,Medium/ Medium
42,55,4846,61,2,Medium/ High
58,67,4847,51,3,High/ Low
58,70,4848,69,3,High/ Low
49,79,4849,74,4,High/ Medium
39,53,4850,68,2,Low/ Medium
63,73,4851,66,3,Medium/ Low
43,57,4852,63,2,Medium/ Medium
30,47,4853,47,2,Medium/ Medium
8,9,4854,37,1,Medium/ Medium
53,66,4855,74,3,Medium/ Medium
52,59,4856,80,2,Medium/ Medium
42,78,4857,81,4,High/ Low
65,57,4858,58,2,Medium/ Medium
69,71,4859,69,3,High/ High
54,66,4860,79,3,Medium/ High
30,42,4861,55,2,Medium/ Medium
48,71,4862,71,3,High/ High
59,70,4863,83,3,High/ Medium
69,71,4864,59,3,Medium/ Medium
57,64,4865,68,3,Medium/ High
28,39,4866,59,2,Low/ High
47,70,4867,66,3,High/ Low
60,75,4868,93,3,High/ Medium
25,63,4869,58,2,Medium/ Medium
40,54,4870,61,2,High/ Medium
35,38,4871,51,2,Medium/ Medium
41,41,4872,57,2,Medium/ Medium
55,66,4873,60,2,Medium/ Medium
57,71,4874,89,3,High/ Medium
38,68,4875,60,2,Medium/ High
19,22,4876,46,1,Medium/ Medium
38,58,4877,55,2,Low/ Medium
35,52,4878,64,2,Medium/ Medium
69,72,4879,69,3,High/ High
37,70,4880,79,3,High/ Medium
31,48,4881,64,2,Medium/ High
68,67,4882,66,3,High/ Medium
41,60,4883,83,2,Medium/ High
66,68,4884,67,3,Medium/ Medium
52,68,4885,77,3,High/ Low
69,72,4886,68,3,Medium/ Medium
35,40,4887,53,2,Medium/ Medium
24,39,4888,54,2,Medium/ High
40,30,4889,57,2,Medium/ Medium
24,62,4890,64,2,Medium/ Medium
63,66,4891,67,3,Medium/ Medium
70,71,4892,69,3,High/ Medium
59,69,4893,69,3,Medium/ High
72,68,4894,63,3,Medium/ Medium
19,45,4895,62,2,Low/ High
49,74,4896,79,3,Medium/ Medium
37,69,4897,63,3,Medium/ Medium
55,70,4898,66,3,Medium/ Medium
68,72,4899,87,3,High/ Medium
39,52,4900,56,2,Medium/ Medium
28,62,4901,61,2,Medium/ Medium
54,71,4902,73,3,Medium/ Low
64,77,4903,69,3,High/ Medium
55,80,4904,78,3,Medium/ Medium
18,15,4905,56,1,Medium/ Medium
40,65,4906,54,3,Medium/ Medium
60,77,4907,81,3,Medium/ Medium
35,50,4908,38,2,Medium/ Medium
23,57,4909,66,2,Medium/ Medium
10,18,4910,44,1,Medium/ Medium
57,64,4911,65,3,High/ Low
26,27,4912,47,2,Medium/ High
38,62,4913,72,2,Medium/ Medium
11,20,4914,40,1,Medium/ Medium
66,61,4915,69,2,High/ Medium
50,71,4916,69,3,High/ Medium
41,73,4917,70,3,Medium/ High
65,65,4918,64,3,Medium/ Medium
59,69,4919,69,3,High/ Medium
55,59,4920,69,2,High/ Medium
40,72,4921,69,3,High/ Medium
46,64,4922,61,2,Medium/ Medium
43,54,4923,33,2,Low/ Medium
35,66,4924,60,3,Medium/ Medium
69,67,4925,75,3,High/ Low
57,57,4926,68,2,Low/ Medium
57,66,4927,72,3,High/ High
63,69,4928,74,4,Medium/ Low
23,40,4929,59,2,Medium/ High
49,75,4930,56,3,Medium/ Medium
63,75,4931,63,3,High/ High
48,70,4932,78,3,Low/ Low
56,68,4933,62,3,Medium/ High
71,70,4934,70,3,Medium/ Low
12,12,4935,68,1,Medium/ Medium
58,67,4936,68,3,High/ High
35,64,4937,78,3,Medium/ High
65,67,4938,69,3,High/ Medium
25,36,4939,64,2,Low/ High
26,46,4940,68,2,Medium/ Medium
41,39,4941,60,2,Low/ Medium
61,69,4942,55,3,High/ Medium
42,56,4943,61,2,Medium/ High
64,70,4944,59,3,Medium/ Medium
71,73,4945,91,3,High/ Low
30,28,4946,47,2,Medium/ Medium
59,73,4947,77,3,Medium/ Medium
70,67,4948,79,3,Medium/ High
55,75,4949,70,3,Medium/ Low
30,57,4950,66,2,Medium/ Medium
67,64,4951,62,3,High/ Medium
60,66,4952,60,3,Medium/ High
24,45,4953,51,2,Medium/ Medium
32,68,4954,65,3,High/ Medium
38,59,4955,37,2,Medium/ High
54,72,4956,73,3,High/ Medium
40,56,4957,62,2,Medium/ Medium
73,61,4958,71,2,Medium/ Medium
25,35,4959,48,2,Medium/ High
11,12,4960,37,1,Medium/ Medium
31,40,4961,42,2,Medium/ High
63,71,4962,55,3,Medium/ Medium
47,74,4963,90,3,Medium/ Medium
50,66,4964,52,3,Medium/ Medium
42,67,4965,74,3,Medium/ Medium
40,56,4966,63,2,High/ Low
67,64,4967,60,3,Medium/ Medium
29,56,4968,32,2,Low/ Medium
41,72,4969,69,3,Low/ High
58,76,4970,66,3,Medium/ Low
30,48,4971,43,2,Medium/ High
66,65,4972,69,3,High/ Low
17,19,4973,52,1,Medium/ Medium
68,63,4974,34,3,Medium/ Medium
22,57,4975,63,2,High/ Medium
75,74,4976,78,3,High/ Low
11,15,4977,48,1,Medium/ Medium
11,11,4978,44,1,Medium/ Medium
28,41,4979,37,2,Medium/ Medium
51,72,4980,84,3,High/ Medium
11,20,4981,60,1,Medium/ Medium
57,70,4982,71,3,Medium/ Low
30,67,4983,75,3,Medium/ High
65,64,4984,58,3,Medium/ Low
35,75,4985,76,3,High/ Medium
62,64,4986,68,3,Medium/ Low
71,66,4987,63,3,High/ Low
67,73,4988,64,3,Medium/ Low
62,73,4989,82,3,Medium/ Medium
41,49,4990,44,2,Medium/ Medium
45,67,4991,74,3,Medium/ Medium
73,63,4992,53,3,Medium/ Medium
62,69,4993,70,3,High/ Low
53,65,4994,55,2,Medium/ Medium
44,54,4995,66,2,Medium/ High
54,69,4996,71,3,High/ High
25,24,4997,53,2,Low/ High
63,67,4998,67,3,High/ Medium
57,68,4999,70,3,High/ Medium
58,52,5000,67,2,High/ Medium
42,42,5001,46,2,Medium/ Medium
14,22,5002,48,1,Medium/ Medium
29,64,5003,75,3,Medium/ High
61,66,5004,61,3,High/ Medium
58,71,5005,78,3,High/ Low
13,18,5006,65,1,Medium/ Medium
60,78,5007,86,4,High/ Low
30,46,5008,72,2,Medium/ Medium
61,68,5009,66,3,High/ Medium
11,35,5010,60,2,Low/ Medium
54,61,5011,60,2,High/ High
40,57,5012,69,2,Medium/ High
17,11,5013,21,1,Medium/ Medium
43,73,5014,65,3,Medium/ Medium
63,71,5015,83,3,High/ Low
21,41,5016,62,2,Medium/ Medium
53,62,5017,64,2,High/ Medium
19,41,5018,58,2,Medium/ Medium
76,70,5019,53,3,Medium/ Medium
71,72,5020,64,3,Medium/ Medium
64,72,5021,73,3,High/ Medium
11,11,5022,65,1,Medium/ Medium
67,77,5023,83,4,High/ High
55,58,5024,60,2,Medium/ Medium
34,58,5025,65,2,Medium/ Medium
30,63,5026,80,3,High/ High
51,75,5027,82,4,Medium/ Medium
75,67,5028,78,3,Medium/ Medium
69,75,5029,75,3,High/ Medium
49,69,5030,83,3,Medium/ Medium
70,64,5031,73,3,High/ Medium
65,70,5032,71,3,High/ Medium
19,11,5033,42,1,Medium/ Medium
48,61,5034,72,2,High/ Medium
40,75,5035,67,3,High/ Medium
64,76,5036,67,3,High/ Medium
60,59,5037,54,2,Medium/ Medium
33,45,5038,57,2,Low/ High
73,66,5039,66,3,High/ Medium
62,71,5040,68,3,Low/ Medium
70,58,5041,60,2,High/ High
58,71,5042,67,3,Medium/ Medium
34,68,5043,61,3,High/ Medium
42,72,5044,77,3,Medium/ Medium
40,69,5045,81,3,Medium/ Medium
58,72,5046,56,3,Medium/ High
35,66,5047,70,3,Medium/ Medium
46,55,5048,72,2,Medium/ High
69,74,5049,92,3,Medium/ Medium
63,68,5050,71,3,High/ High
61,65,5051,65,3,High/ Low
63,77,5052,58,4,Medium/ Medium
58,75,5053,77,3,Medium/ Low
31,66,5054,65,3,High/ Medium
64,68,5055,62,3,Medium/ Medium
36,68,5056,79,3,Medium/ Medium
61,74,5057,68,4,Medium/ Medium
61,74,5058,68,3,High/ Medium
61,73,5059,70,3,Medium/ Medium
46,59,5060,65,2,Medium/ High
51,74,5061,77,3,High/ Medium
66,72,5062,76,3,Medium/ Medium
56,58,5063,63,2,Medium/ High
16,13,5064,32,1,Medium/ Medium
50,75,5065,78,3,Medium/ Medium
16,17,5066,57,1,Medium/ Medium
64,65,5067,67,3,High/ Low
70,70,5068,73,3,Medium/ Medium
29,44,5069,56,2,Low/ High
63,69,5070,56,3,Medium/ Medium
37,53,5071,61,2,Medium/ High
48,67,5072,30,3,High/ Low
49,65,5073,59,3,High/ High
57,67,5074,69,3,Medium/ High
34,58,5075,70,2,Medium/ Medium
41,68,5076,77,3,Medium/ Medium
34,65,5077,82,3,High/ Medium
35,39,5078,57,2,Medium/ Medium
48,70,5079,70,3,Medium/ Medium
35,51,5080,55,2,Medium/ High
65,72,5081,78,3,High/ Medium
43,69,5082,85,3,High/ Medium
59,71,5083,75,3,High/ Medium
68,68,5084,56,3,High/ Medium
67,70,5085,73,3,High/ Low
58,83,5086,96,4,Medium/ Medium
72,59,5087,70,2,Medium/ Low
17,33,5088,39,2,Low/ Medium
51,56,5089,52,2,Medium/ Medium
69,64,5090,38,3,Medium/ High
12,19,5091,55,1,Medium/ Medium
37,37,5092,32,2,Medium/ High
41,57,5093,52,2,Medium/ Medium
50,73,5094,67,3,Medium/ Medium
72,77,5095,81,3,High/ Low
18,20,5096,55,1,Medium/ Medium
73,68,5097,67,3,Medium/ Low
68,70,5098,67,3,Medium/ High
69,67,5099,61,3,Medium/ Low
15,15,5100,44,1,Medium/ Medium
14,11,5101,60,1,Medium/ Medium
34,60,5102,75,2,Medium/ Medium
49,74,5103,80,3,High/ Medium
48,63,5104,65,3,Medium/ Medium
48,75,5105,72,4,Medium/ Low
38,74,5106,62,3,High/ Medium
48,77,5107,67,3,High/ Medium
60,72,5108,66,3,Medium/ Medium
15,15,5109,52,1,Medium/ Medium
56,77,5110,76,3,High/ Medium
37,63,5111,76,3,Medium/ Medium
48,74,5112,69,3,High/ Low
42,59,5113,62,2,Medium/ Medium
58,74,5114,71,3,Medium/ Low
66,69,5115,60,3,High/ Medium
48,69,5116,66,3,High/ High
58,74,5117,66,3,Medium/ Medium
32,39,5118,61,2,Medium/ Medium
46,67,5119,50,2,Medium/ Medium
61,66,5120,74,3,High/ High
52,77,5121,71,4,High/ Medium
61,66,5122,78,3,Medium/ Medium
66,66,5123,67,3,Medium/ Medium
61,72,5124,74,3,High/ Medium
28,52,5125,76,2,Medium/ Medium
25,33,5126,43,2,Low/ Medium
35,64,5127,70,3,High/ Medium
46,70,5128,67,3,High/ High
29,26,5129,37,2,Low/ High
54,74,5130,68,3,High/ Medium
65,78,5131,81,3,High/ Medium
17,67,5132,84,3,High/ Medium
68,66,5133,71,3,High/ Medium
33,53,5134,49,2,Medium/ Medium
55,44,5135,30,2,Medium/ Medium
65,71,5136,74,3,High/ Medium
58,65,5137,63,3,High/ High
9,11,5138,33,1,Medium/ Medium
43,45,5139,40,2,Medium/ Medium
64,70,5140,59,3,Medium/ Medium
23,55,5141,64,2,Medium/ Medium
38,61,5142,80,2,Medium/ Medium
62,69,5143,82,3,Medium/ Medium
32,44,5144,57,2,Medium/ Medium
17,20,5145,33,1,Medium/ Medium
72,71,5146,76,3,Medium/ Medium
20,17,5147,51,1,Medium/ Medium
15,16,5148,67,1,Medium/ Medium
34,72,5149,77,2,Medium/ Medium
48,69,5150,63,3,High/ Medium
60,65,5151,60,3,Medium/ Medium
32,29,5152,64,2,Medium/ Medium
45,70,5153,71,3,High/ Medium
73,65,5154,56,3,Medium/ Low
64,71,5155,76,3,Medium/ High
51,69,5156,77,3,Medium/ Medium
59,65,5157,71,3,High/ High
69,68,5158,77,3,Medium/ Medium
52,74,5159,74,3,High/ Medium
30,57,5160,71,2,Medium/ Medium
69,66,5161,74,3,High/ Low
65,64,5162,64,3,Medium/ Medium
40,55,5163,50,2,Medium/ Medium
54,75,5164,53,3,Medium/ Medium
73,66,5165,77,3,High/ Low
10,13,5166,38,1,Medium/ Medium
13,13,5167,43,1,Medium/ Medium
65,74,5168,74,3,Medium/ Low
32,58,5169,80,2,High/ Medium
61,71,5170,69,3,Medium/ Medium
57,65,5171,60,3,High/ Low
59,66,5172,80,3,High/ Medium
37,65,5173,85,3,Medium/ High
66,71,5174,76,3,Medium/ Medium
61,77,5175,64,3,Medium/ Medium
60,72,5176,63,3,High/ Medium
40,58,5177,70,2,Medium/ Medium
37,66,5178,74,3,High/ High
45,52,5179,61,2,Medium/ Medium
44,58,5180,34,2,Medium/ Medium
20,12,5181,44,1,Medium/ Medium
51,73,5182,89,3,High/ Medium
34,41,5183,41,2,Medium/ Medium
64,67,5184,70,3,Medium/ High
60,72,5185,61,3,Medium/ Medium
54,72,5186,55,3,Medium/ High
38,55,5187,63,2,High/ High
64,64,5188,73,3,Medium/ Medium
69,68,5189,70,3,High/ Medium
17,13,5190,37,1,Medium/ Medium
46,74,5191,75,3,Medium/ Low
27,39,5192,38,2,Medium/ Medium
52,75,5193,92,3,High/ High
36,30,5194,72,2,High/ Medium
38,57,5195,54,2,Low/ Medium
59,69,5196,73,3,High/ Low
65,70,5197,73,3,High/ Medium
52,63,5198,63,3,Medium/ Medium
52,66,5199,64,3,Medium/ Medium
64,62,5200,37,2,High/ Medium
33,61,5201,71,2,Medium/ Medium
58,73,5202,82,3,Medium/ Medium
44,63,5203,77,3,Low/ High
72,64,5204,81,3,Medium/ Medium
45,70,5205,80,3,High/ Medium
69,67,5206,63,3,Medium/ Medium
58,54,5207,62,2,High/ Medium
50,47,5208,52,2,Medium/ Medium
31,70,5209,77,3,High/ Medium
28,62,5210,65,2,Medium/ High
59,71,5211,72,4,High/ Medium
46,60,5212,81,2,Medium/ Medium
40,72,5213,75,3,High/ Medium
71,71,5214,77,3,Medium/ High
39,72,5215,75,3,High/ Medium
53,76,5216,87,3,Medium/ Medium
62,72,5217,64,3,High/ Medium
55,68,5218,69,3,Medium/ Low
42,65,5219,73,3,High/ High
52,72,5220,91,3,High/ Low
14,64,5221,70,3,Medium/ Medium
64,70,5222,66,3,Medium/ Low
14,17,5223,52,1,Medium/ Medium
48,70,5224,80,3,Medium/ Medium
55,69,5225,46,3,High/ Medium
30,24,5226,52,2,Low/ High
39,51,5227,63,2,Low/ High
60,70,5228,88,3,High/ High
42,74,5229,56,3,High/ Medium
56,71,5230,78,3,High/ Low
31,62,5231,79,2,High/ Medium
35,66,5232,61,2,Medium/ Medium
14,11,5233,43,1,Medium/ Medium
58,61,5234,72,2,Low/ High
43,59,5235,73,2,Medium/ Medium
63,73,5236,77,3,Medium/ Medium
68,70,5237,65,3,Medium/ Medium
58,74,5238,53,4,Medium/ Medium
32,45,5239,52,2,Medium/ Medium
30,35,5240,51,2,Medium/ Medium
25,64,5241,60,3,High/ Medium
48,68,5242,80,3,Medium/ High
29,63,5243,60,3,Low/ Medium
26,29,5244,32,2,Low/ High
42,67,5245,76,3,Medium/ Medium
55,73,5246,80,3,High/ Medium
58,74,5247,70,3,High/ High
63,65,5248,72,3,Medium/ Low
58,64,5249,62,3,Low/ Medium
36,54,5250,53,2,Low/ High
55,52,5251,42,2,Medium/ Low
57,70,5252,69,3,Medium/ Medium
44,63,5253,55,3,Medium/ Medium
33,62,5254,66,2,High/ Medium
38,39,5255,41,2,Low/ High
34,55,5256,51,2,Medium/ Medium
61,74,5257,76,4,High/ Medium
63,68,5258,74,3,Medium/ Medium
50,73,5259,74,3,Medium/ Medium
25,58,5260,58,2,Medium/ Medium
59,74,5261,75,3,Medium/ Medium
56,76,5262,77,3,Medium/ Medium
71,67,5263,73,3,High/ Medium
53,74,5264,80,3,High/ Medium
47,74,5265,84,3,Medium/ Medium
71,63,5266,54,3,Medium/ Medium
75,71,5267,75,3,High/ Medium
52,68,5268,62,3,Medium/ Medium
54,72,5269,77,3,High/ Medium
35,59,5270,59,2,Medium/ Medium
22,45,5271,52,2,Medium/ Medium
61,63,5272,65,3,High/ Medium
71,65,5273,59,3,Medium/ Medium
52,70,5274,69,3,High/ Medium
28,28,5275,61,2,Medium/ Medium
53,73,5276,57,3,High/ Medium
13,10,5277,17,1,Medium/ Medium
71,70,5278,90,3,High/ Medium
57,76,5279,89,3,Medium/ Medium
52,73,5280,83,3,Medium/ Medium
66,71,5281,34,3,High/ Low
47,64,5282,73,3,Medium/ High
19,32,5283,41,2,Medium/ Medium
56,75,5284,77,3,High/ Medium
54,78,5285,82,3,High/ Medium
23,32,5286,42,2,Medium/ Medium
16,15,5287,63,1,Medium/ Medium
37,53,5288,69,2,Medium/ Medium
59,76,5289,73,3,High/ Medium
69,59,5290,60,2,High/ Medium
18,35,5291,47,2,Medium/ High
50,60,5292,78,3,Medium/ Medium
24,42,5293,35,2,Medium/ High
64,74,5294,90,3,High/ Low
40,60,5295,66,2,Medium/ Medium
56,72,5296,62,3,High/ Medium
53,74,5297,79,4,High/ Medium
70,71,5298,67,3,Medium/ Low
55,75,5299,72,3,High/ Medium
48,73,5300,76,3,Medium/ Medium
67,66,5301,67,3,Medium/ Medium
45,75,5302,90,3,High/ Low
50,76,5303,64,3,High/ Medium
7,11,5304,38,1,Medium/ Medium
67,72,5305,73,3,High/ Low
60,76,5306,72,3,High/ Medium
43,69,5307,91,3,Medium/ Medium
68,70,5308,72,3,High/ Medium
47,67,5309,51,3,Medium/ Low
57,71,5310,85,3,High/ Low
66,68,5311,67,3,Medium/ High
74,65,5312,72,3,Medium/ High
43,67,5313,65,3,High/ Medium
9,12,5314,23,1,Medium/ Medium
68,68,5315,34,3,Medium/ Medium
53,71,5316,79,3,High/ Medium
70,62,5317,65,2,Medium/ Medium
31,47,5318,51,2,Medium/ Medium
59,68,5319,73,3,High/ Medium
58,73,5320,79,3,High/ Medium
65,72,5321,62,3,High/ Low
72,72,5322,65,3,Medium/ Low
68,64,5323,72,3,High/ High
28,56,5324,60,2,Low/ High
39,61,5325,66,2,Medium/ Medium
35,60,5326,85,2,High/ High
43,60,5327,71,2,Medium/ Medium
61,66,5328,63,3,Low/ High
74,63,5329,56,3,Medium/ Medium
45,65,5330,64,3,Medium/ Medium
62,70,5331,63,3,Medium/ Medium
58,75,5332,73,3,Medium/ Medium
59,72,5333,73,3,Medium/ Medium
38,78,5334,77,3,High/ Medium
63,75,5335,72,3,High/ Medium
56,59,5336,80,2,Low/ High
34,46,5337,41,2,Low/ High
56,66,5338,84,3,High/ Medium
36,61,5339,83,2,High/ Medium
35,67,5340,83,3,Medium/ High
62,59,5341,58,2,Medium/ Medium
65,71,5342,63,3,Medium/ Medium
53,62,5343,77,2,High/ Medium
53,64,5344,73,3,High/ Medium
65,67,5345,41,3,Medium/ Medium
59,64,5346,49,3,Medium/ High
52,72,5347,74,3,High/ Medium
58,71,5348,78,3,High/ High
72,69,5349,71,3,High/ Medium
57,77,5350,93,3,High/ Medium
42,51,5351,66,2,Medium/ Medium
53,69,5352,83,3,High/ High
50,75,5353,83,3,Medium/ Medium
49,65,5354,78,3,Medium/ Medium
36,64,5355,62,3,Medium/ Medium
12,13,5356,43,1,Medium/ Medium
63,66,5357,77,3,High/ Medium
41,31,5358,33,2,Medium/ Medium
37,61,5359,66,2,Medium/ Medium
47,65,5360,62,3,Medium/ High
33,61,5361,68,2,High/ Medium
6,9,5362,43,1,Medium/ Medium
66,65,5363,43,3,Medium/ High
68,68,5364,70,3,Medium/ Medium
30,32,5365,58,2,Low/ High
46,56,5366,54,2,Medium/ High
28,46,5367,34,2,Medium/ High
24,42,5368,53,2,Low/ High
57,59,5369,53,3,High/ Medium
53,73,5370,68,3,Medium/ Medium
43,69,5371,71,3,Medium/ Medium
52,65,5372,70,3,Medium/ Medium
24,67,5373,69,3,High/ Medium
62,70,5374,38,3,Medium/ Low
44,67,5375,78,3,Medium/ High
32,55,5376,64,2,Medium/ Medium
67,74,5377,78,3,High/ Medium
49,69,5378,61,3,Medium/ Medium
68,59,5379,37,2,High/ High
17,13,5380,50,1,Medium/ Medium
40,62,5381,64,2,Medium/ Medium
29,46,5382,54,2,Low/ High
44,73,5383,74,3,Medium/ Low
60,70,5384,77,3,Medium/ Medium
42,66,5385,66,2,Medium/ Medium
68,69,5386,73,3,High/ Medium
35,53,5387,55,2,Medium/ High
10,13,5388,52,1,Medium/ Medium
64,73,5389,65,3,High/ Medium
52,69,5390,61,3,High/ High
47,65,5391,51,2,Low/ High
40,65,5392,86,3,Medium/ Medium
40,56,5393,58,2,Medium/ High
64,63,5394,60,3,Medium/ Medium
62,65,5395,73,3,Medium/ Medium
30,43,5396,45,2,Medium/ High
11,44,5397,63,2,Low/ High
43,68,5398,75,3,High/ High
27,40,5399,55,2,Medium/ Medium
53,75,5400,79,4,Medium/ Medium
25,66,5401,56,2,Medium/ Medium
37,73,5402,84,3,Medium/ Medium
46,73,5403,70,3,High/ Low
48,65,5404,80,2,Medium/ Medium
25,70,5405,53,4,High/ Medium
69,74,5406,83,3,High/ Medium
60,74,5407,86,3,Medium/ Low
47,68,5408,76,3,High/ High
37,69,5409,67,3,High/ High
59,59,5410,70,2,Medium/ Medium
67,71,5411,75,3,Medium/ Medium
67,70,5412,79,3,High/ Medium
51,71,5413,81,3,High/ Medium
28,40,5414,61,2,Low/ Medium
42,60,5415,57,2,Medium/ Medium
65,68,5416,67,3,Medium/ Medium
66,61,5417,54,2,Medium/ Low
56,72,5418,76,3,High/ Low
33,63,5419,72,3,High/ Medium
31,63,5420,69,3,Medium/ High
54,71,5421,72,3,High/ Medium
68,69,5422,91,3,Medium/ Medium
45,66,5423,63,3,Medium/ Medium
71,74,5424,77,3,Medium/ Medium
65,69,5425,53,3,Medium/ Medium
45,63,5426,67,3,Low/ High
28,40,5427,54,2,Medium/ Medium
64,64,5428,32,3,Medium/ Low
13,13,5429,28,1,Medium/ Medium
44,72,5430,82,3,Medium/ Medium
30,69,5431,48,3,Medium/ Medium
43,49,5432,59,2,Low/ Medium
68,70,5433,71,3,Medium/ Medium
47,62,5434,47,2,Medium/ High
63,71,5435,68,3,High/ Low
67,70,5436,75,3,High/ High
43,67,5437,68,3,High/ Medium
30,49,5438,60,2,High/ High
46,66,5439,75,3,Medium/ Medium
43,48,5440,72,2,Medium/ Medium
54,72,5441,95,3,High/ Medium
20,50,5442,56,2,Medium/ Medium
14,12,5443,35,1,Medium/ Medium
21,38,5444,58,2,Medium/ Medium
65,64,5445,65,2,Medium/ Medium
49,68,5446,70,3,Medium/ Medium
33,48,5447,58,2,Medium/ Medium
31,55,5448,66,2,High/ Medium
69,71,5449,74,3,Medium/ Medium
52,73,5450,66,3,High/ Low
17,50,5451,33,2,Low/ Medium
68,75,5452,78,3,Medium/ Medium
57,58,5453,55,2,Medium/ Medium
62,70,5454,65,3,High/ Medium
63,63,5455,66,3,Medium/ Medium
56,73,5456,68,3,Medium/ High
67,74,5457,66,4,High/ Low
54,75,5458,75,3,High/ Medium
60,71,5459,77,3,High/ Medium
34,48,5460,42,2,Medium/ Medium
29,66,5461,65,3,High/ Low
59,68,5462,73,3,High/ Medium
67,75,5463,80,4,Medium/ Medium
49,60,5464,67,2,Low/ High
65,65,5465,61,3,High/ Low
64,65,5466,73,3,High/ Medium
