ID,PlayerID,Name,Age,Nationality,International Reputation,Jersey Number
3663,192658,S. Jung,28,Germany,2,24
3664,201363,R. Matos,25,Brazil,1,7
3665,230291,Thiago Alminxa,26,Brazil,1,9
3666,231571,J. Lucumi,23,Colombia,1,20
3667,183955,T. Chevalier,31,France,1,9
3668,192660,S. Polter,27,Germany,1,9
3669,201877,M. Møller Dæhli,23,Norway,1,20
3670,208277,O. Boumal,28,Cameroon,1,20
3671,49045,K. Boyd,34,Scotland,1,9
3672,193429,Douglas,27,Brazil,1,20
3673,229526,M. Malyshev,25,Ukraine,1,17
3674,235926,M. Zaracho,20,Argentina,1,28
3675,244374,M. Shaparenko,19,Ukraine,1,10
3676,190870,J. Boye,31,Ghana,1,21
3677,193686,V. Regini,27,Italy,1,19
3678,224151,H. Martín,25,Mexico,1,21
3679,203672,C. Galano,27,Italy,1,18
3680,230296,Cristian Lodeira,26,Brazil,1,9
3681,212889,Josué Sá,26,Portugal,1,3
3682,215193,L. Menossi,24,Argentina,1,5
3683,224921,Adrián Marín,21,Spain,1,17
3684,233113,Aleñá,20,Spain,1,21
3685,235673,D. Maresic,18,Austria,1,35
3686,205210,O. Lewicki,25,Sweden,1,6
3687,223898,P. Bernardoni,21,France,1,30
3688,230298,Walter Silvieiro,26,Brazil,1,11
3689,183706,M. Waghorn,28,England,1,9
3690,227227,D. Álvarez,23,Mexico,1,7
3691,235163,M. Castagnetti,28,Italy,1,18
3692,234396,A. Davies,17,Canada,1,20
3693,181404,L. Mabiala,30,DR Congo,1,33
3694,206493,Y. Abdelhamid,30,Morocco,1,5
3695,214685,P. Rubio,29,Chile,1,9
3696,215965,C. Strandberg,22,Sweden,1,10
3697,244381,A. Shabanov,26,Ukraine,1,30
3698,205726,G. Brugman,25,Uruguay,1,16
3699,230302,Josué da Feira,26,Brazil,1,11
3700,189342,C. Pinsoglio,28,Italy,1,21
3701,193182,W. Foderingham,27,England,1,13
3702,202399,D. Arias,33,Colombia,1,4
3703,225951,D. Bouanga,23,Gabon,1,10
3704,233119,M. Olunga,24,Kenya,1,26
3705,225696,Murilo,23,Brazil,1,19
3706,204193,T. Trybull,25,Germany,1,19
3707,205985,I. Kiese Thelin,26,Sweden,1,11
3708,229537,T. Cardona,22,Argentina,1,6
3709,234913,C. Fassnacht,24,Switzerland,1,16
3710,245665,Y. Ouattara,34,Ivory Coast,1,16
3711,189857,Quique,28,Spain,1,7
3712,190113,M. Günok,29,Turkey,1,34
3713,201122,T. Kalas,25,Czech Republic,1,3
3714,223138,A. Briançon,23,France,1,23
3715,229026,S. Abdullahi,25,Nigeria,1,12
3716,240034,L. Štetina,26,Slovakia,1,19
3717,227235,K. Kerschbaumer,26,Austria,1,7
3718,201380,J. Tallo,25,Ivory Coast,1,49
3719,214436,P. Díaz,23,Chile,1,17
3720,221860,C. Gruezo,23,Ecuador,1,8
3721,225701,P. Gallese,28,Peru,1,1
3722,162981,J. Morrison,32,Scotland,2,7
3723,237221,J. Foyth,20,Argentina,1,6
3724,190629,D. Villalva,25,Argentina,1,11
3725,239782,B. Acosta,24,Honduras,1,8
3726,188070,R. Vargas,31,Venezuela,2,10
3727,197031,M. Ducksch,24,Germany,1,10
3728,158375,N. Asare,31,Ghana,1,21
3729,237223,J. Gressel,24,Germany,1,24
3730,188071,T. Oar,26,Australia,1,10
3731,190887,Fernando Bob,30,Brazil,1,12
3732,235176,C. Bernardi,28,Argentina,1,23
3733,190633,H. Dalsgaard,28,Denmark,1,14
3734,6826,G. Barry,37,England,2,18
3735,142762,J. Bottinelli,33,Argentina,1,33
3736,221610,D. Dibusz,27,Hungary,1,12
3737,203435,I. Diomandé,25,Ivory Coast,1,4
3738,210603,Y. Al Shahrani,26,Saudi Arabia,1,12
3739,200108,N. Boilesen,26,Denmark,2,20
3740,207788,S. Ben Youssef,29,Tunisia,1,5
3741,215212,G. Sara,30,Argentina,1,1
3742,224428,J. Otero,23,Colombia,1,11
3743,205998,A. Biyogo Poko,25,Gabon,1,17
3744,214190,L. Castellanos,34,Colombia,1,22
3745,241070,N. Maraš,22,Serbia,1,19
3746,209839,T. Letschert,25,Netherlands,1,15
3747,215215,F. Fontanini,28,Argentina,1,24
3748,182959,A. Hruška,32,Czech Republic,1,16
3749,202416,Martos,34,Spain,1,8
3750,209840,J. Jeanvier,25,France,1,23
3751,225456,J. Tagueu,24,Cameroon,1,95
3752,102064,C. Terzi,34,Italy,1,19
3753,204977,I. Piris,29,Paraguay,1,4
3754,212401,S. Moreira,23,France,1,5
3755,213937,Aketxe,24,Spain,1,23
3756,179633,S. Rieks,31,Denmark,1,5
3757,198067,F. Moubandje,28,Switzerland,1,3
3758,208564,P. Ankersen,27,Denmark,1,22
3759,220084,C. Falletti,25,Uruguay,1,20
3760,229556,Allano,23,Brazil,1,7
3761,183220,J. Morávek,28,Czech Republic,2,14
3762,214965,C. Riaño,29,Argentina,1,19
3763,171189,Aythami Artiles,32,Spain,1,5
3764,202678,J. Risdon,25,Australia,1,4
3765,206006,E. Alioski,26,FYR Macedonia,1,10
3766,206518,C. Robinson,23,Republic of Ireland,1,14
3767,223926,S. Bastien,21,Belgium,1,28
3768,234935,João Talocha,28,Portugal,1,5
3769,224440,J. Pollersbeck,23,Germany,1,1
3770,188600,M. Abeid,25,Algeria,1,8
3771,199353,M. Rzatkowski,28,Germany,1,90
3772,234426,Marcão,22,Brazil,1,23
3773,201403,Álvaro,27,Spain,1,9
3774,226747,B. Perlaza,26,Colombia,1,14
3775,234171,R. Sallai,21,Hungary,1,20
3776,236987,B. Kamara,18,France,1,4
3777,204476,T. Beugelsdijk,27,Netherlands,1,4
3778,227772,G. Giménez,26,Argentina,1,30
3779,166844,K. Lafferty,30,Northern Ireland,1,10
3780,241084,L. Díaz,21,Colombia,1,23
3781,193468,L. Benito,26,Switzerland,1,23
3782,199101,Raúl Lizoain,27,Spain,1,13
3783,214717,L. Reyes,27,Chile,1,21
3784,163261,P. Bardsley,33,Scotland,1,26
3785,230333,Jonas Damasto,34,Brazil,1,5
3786,140222,P. Da Silva,38,Paraguay,2,4
3787,214718,M. Rodríguez,23,Chile,1,17
3788,220862,J. Hugill,26,England,1,11
3789,189118,Thiago Cionek,32,Poland,1,4
3790,210879,A. Struna,27,Slovenia,1,23
3791,188607,R. Salinas,30,Mexico,1,29
3792,158144,Salva Sevilla,34,Spain,2,8
3793,236480,Y. Bissouma,21,Mali,1,8
3794,207553,M. Rohdén,27,Sweden,1,19
3795,143809,M. Demir,26,Turkey,1,10
3796,204226,D. Lezcano,28,Paraguay,1,11
3797,152514,J. Puncheon,32,England,1,42
3798,218050,M. Abarhoun,29,Morocco,1,3
3799,200387,W. Owusu,28,Ghana,1,19
3800,18115,Rúben Fernandes,32,Portugal,1,26
3801,213445,E. López,23,Mexico,1,10
3802,223685,O. Rivero,26,Uruguay,1,19
3803,230341,Joshuando Sá,34,Brazil,1,5
3804,239301,L. Martínez,20,Argentina,1,24
3805,184518,O. ?i?mano?lu,28,Germany,1,7
3806,214727,A. Zaldívar,24,Mexico,1,14
3807,236999,D. Guzman,28,Costa Rica,1,20
3808,212680,J. Jones,23,Northern Ireland,1,15
3809,216520,J. Güemez,26,Mexico,1,6
3810,230344,Jeff Meirson,26,Brazil,1,5
3811,213705,Camacho,24,Portugal,1,19
3812,230857,Nuno da Costa,27,Cape Verde,1,29
3813,143306,T. Zengin,34,Turkey,2,29
3814,193226,B. Jeannot,26,France,1,29
3815,216523,M. Oikonomou,25,Greece,1,4
3816,225995,P. Stojanovi?,22,Slovenia,1,30
3817,182731,B. Sarmiento,28,Argentina,1,10
3818,187339,J. Hamad,27,Sweden,1,6
3819,148684,A. Al Habsi,36,Oman,2,26
3820,214988,L. Miranda,24,Argentina,1,10
3821,204493,R. Holzhauser,25,Austria,1,26
3822,146637,Dani Giménez,34,Spain,1,1
3823,234701,Maycon,20,Brazil,1,27
3824,210126,H. Kiyotake,28,Japan,2,10
3825,190670,D. Maroh,31,Slovenia,2,32
3826,223695,E. ?en,29,Belgium,1,66
3827,229071,K. Onisiwo,26,Austria,1,21
3828,232655,S. Juklerød,24,Norway,1,6
3829,229584,P. Stenzel,22,Germany,1,15
3830,237520,M. Camara,21,Guinea,1,4
3831,242384,Douglas,30,Brazil,1,49
3832,190416,D. Le Tallec,28,France,1,14
3833,223697,R. Gosens,23,Germany,1,8
3834,183249,R. Bobadilla,31,Paraguay,2,25
3835,184273,K. Wolze,28,Germany,1,17
3836,184274,C. Basham,29,England,1,6
3837,212947,J. Cabot,24,France,1,27
3838,213203,Gonçalo Silva,27,Portugal,1,37
3839,214483,C. Arboleda,32,Colombia,1,4
3840,217813,G. Lajud,24,Mexico,1,25
3841,230869,Unai Simón,21,Spain,1,25
3842,200918,C. Knasmüllner,26,Austria,1,28
3843,215254,L. Lollo,31,Argentina,1,6
3844,226518,A. Mili?,24,Croatia,1,44
3845,233943,Ronaldo Vieira,19,England,1,4
3846,203736,S. Bahoken,26,Cameroon,1,19
3847,231640,Ontiveros,20,Spain,1,17
3848,199897,N. Höfler,28,Germany,1,27
3849,213209,K. Acosta,22,United States,1,23
3850,176345,Kwoun Sun Tae,33,Korea Republic,1,1
3851,183769,A. Çamdal?,34,Germany,1,21
3852,199386,B. Linssen,27,Netherlands,1,11
3853,204250,M. Trotta,25,Italy,1,29
3854,206042,J. Dezi,26,Italy,1,33
3855,176346,Choi Chul Soon,31,Korea Republic,1,25
3856,216283,Danilo,26,Brazil,1,3
3857,238555,J. Savarino,21,Venezuela,1,10
3858,186331,M. Zeman,29,Czech Republic,1,9
3859,189403,N. Baker,27,England,1,6
3860,209372,M. Saymak,25,Netherlands,1,11
3861,176348,Yeom Ki Hun,35,Korea Republic,2,26
3862,189148,J. Murphy,28,Scotland,1,7
3863,192732,E. Prib,28,Russia,2,7
3864,213725,L. Phiri,23,South Africa,1,6
3865,217565,Jubal,24,Brazil,1,33
3866,222429,A. Cubas,22,Argentina,1,8
3867,220638,Luismi,26,Spain,1,6
3868,223198,A. Adnan,24,Iraq,1,53
3869,231390,Diogo Gonçalves,21,Portugal,1,19
3870,183518,Rui Fonte,28,Portugal,2,10
3871,190430,J. Bennett,28,England,1,3
3872,200159,S. Ortega,25,Germany,1,1
3873,155871,B. Bia?kowski,30,Poland,1,33
3874,242143,Ricardo Ryller,24,Brazil,1,8
3875,194015,J. Börner,27,Germany,1,13
3876,183520,Fran Mérida,28,Spain,1,8
3877,145889,Tito,32,Spain,1,2
3878,229857,S. Sensi,22,Italy,1,12
3879,194017,A. Weimann,26,Austria,1,14
3880,199651,Fernando Canesín,26,Brazil,1,55
3881,208099,I. Runje,27,Croatia,1,17
3882,221923,Vigaray,23,Spain,1,2
3883,224739,P. Olayinka,22,Nigeria,1,9
3884,216036,R. Delgado,28,Argentina,1,33
3885,32740,J. Wiland,37,Sweden,1,1
3886,153062,V. Figueroa,34,Argentina,1,16
3887,243686,Chiquinho,22,Portugal,1,22
3888,193254,C. Trimmel,31,Austria,1,28
3889,201447,S. Lletget,25,United States,1,17
3890,208615,C. Jullien,25,France,2,6
3891,240359,O. Alderete,21,Paraguay,1,25
3892,242664,A. Saelemaekers,19,Belgium,1,56
3893,177896,M. Vran?i?,29,Bosnia Herzegovina,1,8
3894,207593,J. Uronen,23,Finland,1,18
3895,238569,K. Schindler,24,Ghana,1,27
3896,202986,Sin Jin Ho,29,Korea Republic,1,8
3897,227562,L. Haraslín,22,Slovakia,1,17
3898,201707,A. Fiola,28,Hungary,1,5
3899,233195,X. Schlager,20,Austria,1,42
3900,182763,N. Jelavi?,32,Croatia,2,11
3901,206316,T. Ben Haim,28,Israel,1,11
3902,208364,Clinton Mata,25,Angola,1,77
3903,169708,S. Hutchinson,28,England,1,23
3904,185068,J. Russell,28,Scotland,1,20
3905,216814,S. Uçan,24,Turkey,1,42
3906,199663,Renato Neto,26,Brazil,1,10
3907,202223,J. Meram,29,Iraq,1,9
3908,229359,Jorge Miramón,29,Spain,1,24
3909,231919,A. Murgia,21,Italy,1,96
3910,196848,I. Ávila,27,Peru,1,11
3911,188400,T. Kaminski,25,Belgium,1,28
3912,198641,K. Zohore,24,Denmark,1,10
3913,205553,L. Ceppitelli,28,Italy,1,23
3914,177137,Nuno Coelho,30,Portugal,1,66
3915,178417,C. Mulgrew,32,Scotland,1,13
3916,207858,D. Dwyer,27,United States,1,14
3917,167666,J. Carrizo,34,Argentina,2,22
3918,178418,F. Peluso,34,Italy,2,13
3919,189938,M. van der Werff,29,Netherlands,1,3
3920,214515,M. Piedrahita,33,Colombia,1,20
3921,214771,V. Ayala,30,Paraguay,1,16
3922,237043,R. Alvarado,19,Mexico,1,25
3923,241907,D. Rossi,20,Uruguay,1,9
3924,193267,F. Pisacane,32,Italy,1,19
3925,198900,U. ?osi?,25,Serbia,1,15
3926,199412,Sebá,26,Brazil,1,34
3927,214004,D. Peralta,33,Colombia,1,2
3928,236532,R. Koch,21,Germany,1,25
3929,212469,A. Ghazal,26,Egypt,1,66
3930,164853,A. Federici,33,Australia,1,32
3931,204278,David Simón,28,Spain,1,2
3932,221174,M. Orši?,25,Croatia,2,99
3933,230390,Alexandre Frandeira,30,Brazil,1,4
3934,152567,A. Tettey,32,Norway,1,27
3935,198904,G. Hanley,26,Scotland,1,31
3936,204280,Cristian Herrera,27,Spain,1,7
3937,101880,R. Green,38,England,2,31
3938,235512,Gelson Dala,21,Angola,1,57
3939,232441,M. Higashiguchi,32,Japan,1,1
3940,199674,Jorge Teixeira,31,Portugal,1,26
3941,205818,R. Woods,24,England,1,38
3942,213498,S. Martinsson Ngouali,26,Gabon,1,19
3943,217082,W. Ángel,25,Venezuela,1,2
3944,221434,D. Villalpando,26,Mexico,1,10
3945,224506,M. Šitum,26,Croatia,1,16
3946,202491,T. Carroll,26,England,1,14
3947,167931,R. Elliot,32,Republic of Ireland,1,1
3948,178171,Sergio Sánchez,32,Spain,1,20
3949,198908,I. Cofie,26,Ghana,1,5
3950,208892,S. Byram,24,England,1,25
3951,215292,M. Cauteruccio,31,Uruguay,1,7
3952,217852,K. Molino,28,Trinidad & Tobago,1,18
3953,189436,L. Ariaudo,29,Italy,1,15
3954,193276,P. Klingmann,30,Germany,1,24
3955,228093,M. Thuram,20,France,1,11
3956,167933,Y. Cahuzac,33,France,1,4
3957,172285,Elustondo,31,Spain,1,6
3958,54013,S. Downing,33,England,2,19
3959,188157,L. Immers,32,Netherlands,1,10
3960,215294,C. Menéndez,30,Argentina,1,11
3961,233982,Vágner Corraldo,30,Brazil,1,5
3962,171774,Luso,33,Spain,1,23
3963,193278,C. Mavinga,27,DR Congo,1,23
3964,220671,F. Melchiorri,31,Italy,1,11
3965,192767,T. Doumbia,28,Mali,1,4
3966,210688,A. Trondsen,23,Norway,1,15
3967,222464,Sivera,21,Spain,1,13
3968,230400,Allison Sireo,30,Brazil,1,3
3969,179712,Z. Stieber,29,Hungary,2,18
3970,204289,S. Berahino,24,Burundi,2,19
3971,160770,O. Skúlason,35,Iceland,2,16
3972,239106,L. Koutris,22,Greece,1,22
3973,188674,M. Pektemek,29,Turkey,1,11
3974,213763,R. Schüller,27,Finland,1,11
3975,224003,Sergio Herrera,25,Spain,1,1
3976,180739,E. Kawashima,35,Japan,1,16
3977,201220,L. Memushaj,31,Albania,2,8
3978,215556,E. Fernandes,22,Switzerland,1,19
3979,232708,M. Valenzuela,19,Argentina,1,19
3980,186116,H. Lansbury,27,England,1,8
3981,216325,A. Gunn,22,England,1,28
3982,225541,A. Kamara,23,France,1,47
3983,168965,R. Riou,30,France,2,69
3984,176389,Jung Sung Ryong,33,Korea Republic,2,1
3985,199174,A. Caracciolo,28,Italy,1,2
3986,221702,Ewandro,22,Brazil,1,21
3987,228614,G. Holtmann,23,Germany,1,38
3988,201991,Erik Morán,27,Spain,1,39
3989,212231,Tobias Figueiredo,24,Portugal,1,3
3990,223495,I. Rossi,24,Argentina,1,15
3991,230407,Miltisco Paulino,30,Brazil,1,4
3992,233223,P. Brlek,24,Croatia,1,20
3993,223240,G. Bettini,25,Argentina,1,4
3994,224520,R. Kent,21,England,1,14
3995,229896,Jordi Calavera,22,Spain,1,2
3996,241672,M. Leškovi?,27,Croatia,1,31
3997,188168,G. Friend,30,England,1,3
3998,200713,S. Aydo?du,27,Turkey,1,20
3999,177673,S. Gashi,29,Albania,1,11
4000,49161,O. Deschacht,37,Belgium,1,3
4001,223498,E. Cecchini,23,Argentina,1,5
4002,211723,T. Knipping,25,Germany,1,34
4003,222987,H. Yamaguchi,27,Japan,1,6
4004,223243,V. Aguilera,29,Argentina,1,19
4005,50955,J. Cavalli,36,France,1,18
4006,216076,L. Pasciuti,28,Italy,1,19
4007,200461,M. Makuszewski,28,Poland,1,17
4008,215309,L. Albertengo,27,Argentina,1,7
4009,181006,Serginho,31,Brazil,1,77
4010,207887,F. Schnellhardt,24,Germany,1,10
4011,143119,M. Pavone,36,Argentina,2,16
4012,224271,T. Goiginger,25,Austria,1,27
4013,36111,K. Beckerman,36,United States,1,5
4014,16,Luis García,37,Spain,1,10
4015,230672,Lyanco,21,Brazil,1,97
4016,178448,A. Luci,33,Italy,1,8
4017,245520,Luca Sangalli,23,Spain,1,23
4018,203537,S. Ameobi,26,England,1,10
4019,205585,J. Price,25,England,1,19
4020,184337,Go Yo Han,30,Korea Republic,1,13
4021,208914,O. Hawsawi,32,Saudi Arabia,1,4
4022,189459,Jaime Romero,27,Spain,1,14
4023,177684,S. Grippo,29,Switzerland,1,25
4024,235029,F. Chalov,20,Russia,1,9
4025,188949,L. Siligardi,30,Italy,1,26
4026,199191,D. Appiah,26,France,1,12
4027,139799,S. Silva,37,Uruguay,1,9
4028,199960,J. Paterson,26,England,1,20
4029,201240,T. Barkhuizen,24,England,1,29
4030,168984,I. Bangoura,33,Guinea,2,10
4031,235544,S. Memiševi?,24,Bosnia Herzegovina,1,5
4032,188696,F. Tabanou,29,France,1,27
4033,164633,T. Hoogland,33,Germany,1,2
4034,230681,G. Pezzella,20,Italy,1,7
4035,240409,D. Kolovetsios,26,Greece,1,4
4036,243993,Enric Gallego,31,Spain,1,19
4037,169498,J. Garner,30,England,1,41
4038,235290,K. Bonifazi,22,Italy,1,14
4039,192026,Souza,30,Brazil,1,11
4040,209691,J. Adéoti,29,Benin,1,8
4041,214299,R. Caroca,28,Chile,1,17
4042,215067,D. Rosero Valencia,24,Colombia,1,4
4043,228124,M. Jonji?,27,Croatia,1,22
4044,229404,A. Tarek,26,Egypt,1,3
4045,167452,O. Fink,36,Germany,1,7
4046,186140,F. Macheda,26,Italy,2,9
4047,192540,M. Duffy,32,England,1,21
4048,206109,Y. Chibsah,25,Ghana,1,66
4049,211741,T. Schütz,30,Germany,1,6
4050,238621,Rodrigo Becão,22,Brazil,1,50
4051,245021,M. Loum,21,Senegal,1,31
4052,138782,D. Fletcher,34,Scotland,2,24
4053,204830,Vadillo,23,Spain,1,7
4054,205086,P. Klement,25,Germany,1,21
4055,202271,A. Gogia,26,Germany,1,11
4056,34079,A. Cole,37,England,3,3
4057,232223,K. Tsimikas,22,Greece,1,23
4058,175391,Mateus,34,Angola,1,9
4059,196896,Babanco,32,Cape Verde,1,5
4060,204320,X. Mercier,28,France,1,10
4061,139296,D. Nugent,33,England,1,28
4062,159520,N. Fernández,39,Argentina,1,1
4063,202017,O. Hernández,25,Germany,1,25
4064,205857,E. Mathoho,28,South Africa,1,3
4065,213537,B. Sarr,27,Senegal,1,8
4066,214817,A. Sagal,25,Chile,1,7
4067,235041,J. Grimm,31,France,1,6
4068,205858,M. Nyatama,30,South Africa,1,14
4069,209698,B. Touré,26,Mali,1,12
4070,227106,Diego González,23,Spain,1,3
4071,227362,S. Rosted,23,Norway,1,5
4072,233250,Y. Suzuki,22,Japan,1,9
4073,235554,I. Sacko,20,France,1,18
4074,194082,Flavio Paixão,33,Portugal,1,28
4075,157219,G. Fernández,34,Argentina,1,10
4076,163619,J. Hayes,30,Republic of Ireland,1,15
4077,229155,T. Ouwejan,22,Netherlands,1,5
4078,177955,D. Guerrero,30,Mexico,1,21
4079,54051,W. Routledge,33,England,2,15
4080,210724,C. Paterson,23,Scotland,1,2
4081,212260,Hwang Ui Jo,25,Korea Republic,2,11
4082,235812,G. Kvilitaia,24,Georgia,1,13
4083,195620,R. Krishna,30,Fiji,1,21
4084,222501,T. Castagne,22,Belgium,1,21
4085,226085,Léo Jardim,23,Brazil,1,20
4086,230181,Heitor Gesse,34,Brazil,1,14
4087,244261,L. Majer,20,Croatia,1,10
4088,219174,R. Carrera,26,Argentina,1,20
4089,220198,B. Celina,21,Kosovo,1,10
4090,232230,R. Matarrita,23,Costa Rica,1,22
4091,178470,L. Vitale,30,Italy,1,3
4092,187942,R. Gestede,29,Benin,1,39
4093,157479,Pedro López,34,Spain,1,19
4094,231207,J. Lucumi,20,Colombia,1,33
4095,232487,W. Endo,25,Japan,1,33
4096,236071,João Bardinho,34,Brazil,1,15
4097,207657,F. Barrientos,26,Argentina,1,8
4098,185129,P. Glykos,31,Greece,1,71
4099,194089,C. Moritz,28,Germany,1,13
4100,201514,E. Kachunga,26,DR Congo,1,9
4101,214570,S. Mendoza,26,Colombia,1,10
4102,219690,Diego Galo,34,Brazil,1,44
4103,202283,Lins,30,Brazil,1,13
4104,106795,G. Pegolo,37,Italy,1,79
4105,125995,U. Bulut,35,Turkey,1,9
4106,219180,Dani Calvo,24,Spain,1,5
4107,230188,Alam Araújo,26,Brazil,1,14
4108,239148,F. Andrijaševi?,27,Croatia,1,23
4109,244268,I. Fioli?,22,Croatia,1,20
4110,189228,M. Caire,29,Argentina,1,32
4111,226093,C. Adams,21,England,1,9
4112,193581,P. Škuleti?,28,Serbia,1,32
4113,138798,G. Lux,36,Argentina,2,14
4114,148526,P. Kieszek,34,Poland,1,25
4115,215086,B. Cortés,23,Chile,1,12
4116,217646,S. Nishikawa,32,Japan,1,1
4117,176942,M. Lustig,31,Sweden,2,2
4118,218415,A. Bjelica,24,Serbia,1,16
4119,215344,G. Alcoba,33,Uruguay,1,3
4120,184624,J. Rhodes,28,Scotland,1,11
4121,196913,J. Campos,30,Bolivia,1,10
4122,234033,Borja Lasso,24,Spain,1,20
4123,237105,O. Cabezas,21,Colombia,1,26
4124,186161,G. Sunu,27,France,1,7
4125,198194,D. Williams,29,United States,1,19
4126,227890,Nuno Santos,23,Portugal,1,11
4127,240690,N. González,20,Argentina,1,22
4128,189490,M. Boland,31,Germany,1,31
4129,205363,M. Bianchetti,25,Italy,1,30
4130,214323,G. Celis,25,Colombia,1,93
4131,213556,Somália,29,Brazil,1,33
4132,190516,Y. El Ghanassy,27,Belgium,1,8
4133,207669,E. Finlay,27,United States,1,13
4134,191541,A. Uchida,30,Japan,2,2
4135,193333,N. Brighenti,28,Italy,1,23
4136,213302,I. Tajouri-Shradi,24,Libya,1,29
4137,227638,S. Abdullahi,21,Nigeria,1,20
4138,192310,Lionn,29,Brazil,1,33
4139,198455,J. Larsson,28,Sweden,1,13
4140,222775,T. Pachonik,23,Germany,1,25
4141,181559,F. Bellugou,31,France,1,18
4142,193847,Osmar,30,Spain,2,43
4143,196151,S. Motta,34,Colombia,1,10
4144,241464,Pau Torres,21,Spain,1,5
4145,241720,André Pereira,23,Portugal,1,21
4146,241976,Tiago Sá,23,Portugal,1,12
4147,185144,M. Coda,29,Italy,1,9
4148,192824,W. Mesloub,32,Algeria,1,10
4149,201529,M. Capuano,26,Italy,1,25
4150,206649,A. Henríquez,35,Colombia,1,12
4151,171321,G. Dorrans,31,Scotland,1,4
4152,183353,Víctor Díaz,30,Spain,1,16
4153,194361,T. Makino,31,Japan,1,5
4154,198970,J. Mensah,27,Ghana,2,4
4155,212282,I. Sylla,24,Guinea,1,12
4156,191034,Cyriac,27,Ivory Coast,1,90
4157,204347,Bernardo,24,Spain,1,6
4158,211515,P. Gollini,23,Italy,1,95
4159,229435,M. Vlap,21,Netherlands,1,18
4160,230459,Tiago Pombeira,30,Brazil,1,10
4161,233531,Y. Soteldo,21,Venezuela,1,10
4162,171067,Rafa López,33,Spain,1,15
4163,156988,A. Nocerino,33,Italy,2,23
4164,229948,J. Harper,22,Scotland,1,30
4165,175932,R. De Laet,29,Belgium,1,2
4166,216381,J. Zimmer,24,Germany,1,39
4167,156221,C. S?punaru,34,Romania,2,22
4168,223293,Afonso Figueiredo,25,Portugal,1,25
4169,223550,J. Omlin,24,Switzerland,1,1
4170,240702,R. Yaremchuk,22,Ukraine,1,17
4171,197439,F. Wiedwald,28,Germany,2,29
4172,203327,A. Galabinov,29,Bulgaria,1,9
4173,215615,Maikel Mesa,27,Spain,1,8
4174,231231,B. Garnica,22,Mexico,1,15
4175,204352,D. Arslanagic,25,Belgium,1,15
4176,208960,H. Henao,31,Colombia,1,21
4177,232512,Y. Kashiwa,30,Japan,1,18
4178,190528,J. Gol,32,Poland,1,5
4179,209473,N. Ghilas,28,Algeria,1,9
4180,209729,B. McKay,23,Scotland,1,19
4181,223297,Carraça,25,Portugal,1,17
4182,205122,Adriano Facchini,35,Brazil,1,83
4183,211522,A. Callens,26,Peru,1,6
4184,150594,J. Perbet,33,France,1,10
4185,206147,M. Antonsson,27,Sweden,1,23
4186,156227,Carlitos,35,Portugal,1,10
4187,156483,C. Lucchetti,40,Argentina,1,1
4188,184387,J. Bostock,26,England,1,15
4189,224836,V. Milinkovi?-Savi?,21,Serbia,1,32
4190,172100,G. Peñalba,33,Argentina,1,22
4191,231493,L. Kleinheisler,24,Hungary,1,15
4192,233029,R. Aliendro,27,Argentina,1,29
4193,172613,L. Seijas,32,Venezuela,1,20
4194,187205,L. Fuentes,31,Mexico,1,3
4195,199750,R. Hassan,27,Nigeria,1,36
4196,222022,L. Di Plácido,24,Argentina,1,26
4197,243270,Heriberto Tavares,21,Portugal,1,73
4198,200519,Pulido,27,Spain,1,14
4199,207943,Ewerton,25,Brazil,1,16
4200,215111,G. Verón,28,Argentina,1,30
4201,225863,O. Boscagli,20,France,1,28
4202,165191,C. Jerome,31,England,2,32
4203,186695,E. Muñoz,27,Argentina,1,19
4204,204104,U. ?eri?,26,Serbia,1,55
4205,144200,E. Albayrak,27,Turkey,1,6
4206,213064,F. Calvo,25,Costa Rica,1,5
4207,220488,F. Costa,23,Italy,1,33
4208,179528,Xavi Torres,31,Spain,1,14
4209,209738,A. Cadavid,32,Colombia,1,5
4210,162890,J. Spector,32,United States,2,2
4211,188234,Felipe,31,Brazil,1,5
4212,208459,M. Dijks,25,Netherlands,1,35
4213,209483,M. Hassen,23,Tunisia,1,1
4214,198220,M. Bourabia,26,Morocco,1,68
4215,199244,L. Hejda,28,Czech Republic,1,2
4216,202060,E. Bergström,25,Sweden,1,13
4217,170828,Shikabala,32,Egypt,1,18
4218,234573,Aurélio Buta,21,Portugal,1,30
4219,223054,C. Penilla,27,Ecuador,1,70
4220,228942,D. Cools,22,Belgium,1,21
4221,237646,D. Muñoz,22,Colombia,1,21
4222,217167,G. Sandoval,22,Mexico,1,13
4223,224591,Y. Bodiger,23,France,1,23
4224,214096,T. Kleindienst,22,Germany,1,34
4225,217168,J. Abella,24,Mexico,1,2
4226,169808,U. Emanuelson,32,Netherlands,1,28
4227,183632,R. Tesche,31,Germany,1,23
4228,3665,B. Nivet,41,France,2,10
4229,239953,Léo Jabá,19,Brazil,1,98
4230,184401,Paulo Henrique,29,Brazil,1,12
4231,241746,Y. Meriah,24,Tunisia,1,20
4232,231507,A. Soto,24,Argentina,1,3
4233,234579,J. Quiñones,21,Colombia,1,33
4234,234835,Domingos Duarte,23,Portugal,1,6
4235,204372,E. Ba?san,26,Turkey,1,17
4236,219988,F. Avenatti,25,Uruguay,1,20
4237,185172,V. Fiorillo,28,Italy,1,1
4238,197973,O. González,33,Chile,1,4
